time,value
2025-05-19T09:50:16.889579213Z,No Motion Detected.
2025-05-19T09:50:41.16497343Z,Motion Detected.
2025-05-19T09:51:07.345108005Z,No Motion Detected.
2025-05-19T09:51:43.042893203Z,No Motion Detected.
2025-05-19T09:52:24.843064092Z,No Motion Detected.
2025-05-19T09:53:42.911549246Z,No Motion Detected.
2025-05-19T09:54:51.895891992Z,No Motion Detected.
2025-05-19T09:54:55.156396887Z,Motion Detected.
2025-05-19T09:55:24.576052725Z,No Motion Detected.
2025-05-19T09:55:28.796316752Z,Motion Detected.
2025-05-19T09:55:29.277094932Z,No Motion Detected.
2025-05-19T09:55:35.02579384Z,Motion Detected.
2025-05-19T09:56:00.404888191Z,Motion Detected.
2025-05-19T09:56:18.013814538Z,Motion Detected.
2025-05-19T09:56:18.513697887Z,No Motion Detected.
2025-05-19T09:56:27.773596992Z,Motion Detected.
2025-05-19T09:56:53.993765078Z,No Motion Detected.
2025-05-19T09:57:02.1931526Z,Motion Detected.
2025-05-19T09:57:09.123789422Z,No Motion Detected.
2025-05-19T09:57:15.353372134Z,Motion Detected.
2025-05-19T09:57:19.073172122Z,No Motion Detected.
2025-05-19T09:58:44.293432938Z,Motion Detected.
2025-05-19T09:58:51.203615874Z,No Motion Detected.
2025-05-19T09:59:32.924236037Z,Motion Detected.
2025-05-19T09:59:52.740139692Z,No Motion Detected.
2025-05-19T09:59:55.928385213Z,Motion Detected.
2025-05-19T09:59:56.483421685Z,No Motion Detected.
2025-05-19T10:00:03.163604324Z,Motion Detected.
2025-05-19T10:00:10.153711644Z,No Motion Detected.
2025-05-19T10:00:14.31376463Z,Motion Detected.
2025-05-19T10:00:24.464108087Z,No Motion Detected.
2025-05-19T10:00:32.174258548Z,Motion Detected.
2025-05-19T10:00:39.11349595Z,No Motion Detected.
2025-05-19T10:00:51.323925282Z,Motion Detected.
2025-05-19T10:00:51.853790908Z,No Motion Detected.
2025-05-19T10:00:57.113350995Z,Motion Detected.
2025-05-19T10:01:00.774011191Z,No Motion Detected.
2025-05-19T10:01:06.983409759Z,Motion Detected.
2025-05-19T10:01:10.713488245Z,No Motion Detected.
2025-05-19T10:01:34.433881517Z,Motion Detected.
2025-05-19T10:01:44.614054359Z,No Motion Detected.
2025-05-19T10:01:54.378910856Z,Motion Detected.
2025-05-19T10:01:54.82348818Z,No Motion Detected.
2025-05-19T10:02:04.01382959Z,Motion Detected.
2025-05-19T10:02:14.174167832Z,No Motion Detected.
2025-05-19T10:02:59.913618125Z,Motion Detected.
2025-05-19T10:03:00.463572878Z,No Motion Detected.
2025-05-19T10:03:23.394003569Z,No Motion Detected.
2025-05-19T10:03:42.608817891Z,Motion Detected.
2025-05-19T10:04:26.393516486Z,Motion Detected.
2025-05-19T10:04:26.893653281Z,No Motion Detected.
2025-05-19T10:05:06.058094428Z,Motion Detected.
2025-05-19T10:05:09.773440517Z,No Motion Detected.
2025-05-19T10:05:29.493191113Z,Motion Detected.
2025-05-19T10:05:33.238394039Z,No Motion Detected.
2025-05-19T10:05:45.483152543Z,Motion Detected.
2025-05-19T10:06:14.873028791Z,No Motion Detected.
2025-05-19T10:06:18.08288897Z,Motion Detected.
2025-05-19T10:06:18.628554291Z,No Motion Detected.
2025-05-19T10:06:24.317799399Z,Motion Detected.
2025-05-19T10:06:34.458971528Z,No Motion Detected.
2025-05-19T10:06:39.743165423Z,Motion Detected.
2025-05-19T10:06:40.1830588Z,No Motion Detected.
2025-05-19T10:06:47.433464702Z,Motion Detected.
2025-05-19T10:07:10.423240333Z,No Motion Detected.
2025-05-19T10:07:15.633390632Z,Motion Detected.
2025-05-19T10:07:29.108064444Z,No Motion Detected.
2025-05-19T10:08:08.21708589Z,No Motion Detected.
2025-05-19T10:08:11.436394431Z,Motion Detected.
2025-05-19T10:09:17.213563157Z,Motion Detected.
2025-05-19T10:09:17.633750953Z,No Motion Detected.
2025-05-19T10:09:35.333600647Z,Motion Detected.
2025-05-19T10:09:51.9143127Z,No Motion Detected.
2025-05-19T10:10:09.628645382Z,Motion Detected.
2025-05-19T10:10:13.353607755Z,No Motion Detected.
2025-05-19T10:10:19.064238881Z,Motion Detected.
2025-05-19T10:11:01.37336797Z,No Motion Detected.
2025-05-19T10:11:14.584630537Z,Motion Detected.
2025-05-19T10:11:57.040471164Z,No Motion Detected.
2025-05-19T10:12:05.134519122Z,Motion Detected.
2025-05-19T10:12:12.048782266Z,No Motion Detected.
2025-05-19T10:12:15.275004392Z,Motion Detected.
2025-05-19T10:12:15.753542947Z,No Motion Detected.
2025-05-19T10:12:20.988638106Z,Motion Detected.
2025-05-19T10:12:21.494125113Z,No Motion Detected.
2025-05-19T10:13:03.19845919Z,Motion Detected.
2025-05-19T10:13:06.923382247Z,No Motion Detected.
2025-05-19T10:13:12.139134907Z,Motion Detected.
2025-05-19T10:13:19.113598913Z,No Motion Detected.
2025-05-19T10:13:23.293953571Z,Motion Detected.
2025-05-19T10:13:23.794714122Z,No Motion Detected.
2025-05-19T10:13:30.078517584Z,Motion Detected.
2025-05-19T10:13:30.518650348Z,No Motion Detected.
2025-05-19T10:13:35.233724418Z,Motion Detected.
2025-05-19T10:13:42.18430127Z,No Motion Detected.
2025-05-19T10:13:56.893799341Z,Motion Detected.
2025-05-19T10:14:48.858465429Z,No Motion Detected.
2025-05-19T10:15:12.073946677Z,Motion Detected.
2025-05-19T10:15:44.804747797Z,No Motion Detected.
2025-05-19T10:15:57.01362524Z,Motion Detected.
2025-05-19T10:16:03.863236103Z,No Motion Detected.
2025-05-19T10:16:08.598374067Z,Motion Detected.
2025-05-19T10:16:21.953664887Z,No Motion Detected.
2025-05-19T10:16:30.663642431Z,Motion Detected.
2025-05-19T10:17:19.409046047Z,No Motion Detected.
2025-05-19T10:17:22.763873903Z,Motion Detected.
2025-05-19T10:17:23.322926807Z,No Motion Detected.
2025-05-19T10:17:35.883847422Z,Motion Detected.
2025-05-19T10:17:39.558441945Z,No Motion Detected.
2025-05-19T10:18:04.784347786Z,Motion Detected.
2025-05-19T10:18:18.148205401Z,No Motion Detected.
2025-05-19T10:18:24.414208447Z,Motion Detected.
2025-05-19T10:18:28.113013503Z,No Motion Detected.
2025-05-19T10:18:38.313920706Z,Motion Detected.
2025-05-19T10:18:42.033299837Z,No Motion Detected.
2025-05-19T10:18:45.743181388Z,Motion Detected.
2025-05-19T10:18:49.464136089Z,No Motion Detected.
2025-05-19T10:18:53.699415446Z,Motion Detected.
2025-05-19T10:19:00.643739589Z,No Motion Detected.
2025-05-19T10:19:07.333160917Z,Motion Detected.
2025-05-19T10:19:17.468475681Z,No Motion Detected.
2025-05-19T10:19:23.198407067Z,Motion Detected.
2025-05-19T10:19:30.138993301Z,No Motion Detected.
2025-05-19T10:19:33.343540328Z,Motion Detected.
2025-05-19T10:23:29.554569552Z,Motion Detected.
2025-05-19T10:24:24.719724735Z,No Motion Detected.
2025-05-19T10:24:29.934558078Z,Motion Detected.
2025-05-19T10:24:36.87535232Z,No Motion Detected.
2025-05-19T10:25:03.100127028Z,Motion Detected.
2025-05-19T10:25:03.594785456Z,No Motion Detected.
2025-05-19T10:25:06.949485812Z,Motion Detected.
2025-05-19T10:25:07.304693667Z,No Motion Detected.
2025-05-19T10:25:10.654587572Z,Motion Detected.
2025-05-19T10:25:11.035358931Z,No Motion Detected.
2025-05-19T10:25:34.755403204Z,Motion Detected.
2025-05-19T10:25:35.274745808Z,No Motion Detected.
2025-05-19T10:25:38.624761691Z,Motion Detected.
2025-05-19T10:25:38.975030261Z,No Motion Detected.
2025-05-19T10:26:51.21528265Z,Motion Detected.
2025-05-19T10:26:51.715030353Z,No Motion Detected.
2025-05-19T10:26:54.919557749Z,Motion Detected.
2025-05-19T10:26:55.434954522Z,No Motion Detected.
2025-05-19T10:27:19.645012325Z,Motion Detected.
2025-05-19T10:27:20.18988334Z,No Motion Detected.
2025-05-19T10:27:42.87474382Z,Motion Detected.
2025-05-19T10:27:43.370191703Z,No Motion Detected.
2025-05-19T10:28:15.680157816Z,Motion Detected.
2025-05-19T10:28:22.524918847Z,No Motion Detected.
2025-05-19T10:28:27.254972806Z,Motion Detected.
2025-05-19T10:28:34.18502127Z,No Motion Detected.
2025-05-19T10:28:38.399868938Z,Motion Detected.
2025-05-19T10:28:38.905420388Z,No Motion Detected.
2025-05-19T10:28:43.620047056Z,Motion Detected.
2025-05-19T10:28:44.144272879Z,No Motion Detected.
2025-05-19T10:28:51.955149453Z,Motion Detected.
2025-05-19T10:28:55.559786059Z,No Motion Detected.
2025-05-19T10:29:00.860004377Z,Motion Detected.
2025-05-19T10:29:01.375624681Z,No Motion Detected.
2025-05-19T10:29:05.995330831Z,Motion Detected.
2025-05-19T10:29:06.509914426Z,No Motion Detected.
2025-05-19T10:29:11.234790332Z,Motion Detected.
2025-05-19T10:29:11.730046056Z,No Motion Detected.
2025-05-19T10:29:34.446515775Z,Motion Detected.
2025-05-19T10:30:07.101175159Z,No Motion Detected.
2025-05-19T10:30:18.344657738Z,Motion Detected.
2025-05-19T10:31:48.854507466Z,Motion Detected.
2025-05-19T10:32:24.7542948Z,No Motion Detected.
2025-05-19T10:32:33.449161717Z,Motion Detected.
2025-05-19T10:33:02.894675932Z,No Motion Detected.
2025-05-19T10:33:06.629106464Z,Motion Detected.
2025-05-19T10:33:32.915470768Z,No Motion Detected.
2025-05-19T10:33:42.054227607Z,Motion Detected.
2025-05-19T10:33:45.778937216Z,No Motion Detected.
2025-05-19T10:33:49.004245353Z,Motion Detected.
2025-05-19T10:33:59.15504338Z,No Motion Detected.
2025-05-19T10:34:09.874763903Z,Motion Detected.
2025-05-19T10:34:20.039026488Z,No Motion Detected.
2025-05-19T10:34:33.734535315Z,Motion Detected.
2025-05-19T10:34:47.094041848Z,No Motion Detected.
2025-05-19T10:34:51.319146648Z,Motion Detected.
2025-05-19T10:34:58.434031867Z,No Motion Detected.
2025-05-19T10:35:22.973977911Z,Motion Detected.
2025-05-19T10:35:33.118767584Z,No Motion Detected.
2025-05-19T10:35:39.339254367Z,Motion Detected.
2025-05-19T10:35:39.843675135Z,No Motion Detected.
2025-05-19T10:35:48.093949922Z,Motion Detected.
2025-05-19T10:35:54.994408712Z,No Motion Detected.
2025-05-19T10:36:07.733607974Z,Motion Detected.
2025-05-19T10:36:08.355004159Z,No Motion Detected.
2025-05-19T10:36:13.484522784Z,Motion Detected.
2025-05-19T10:36:26.800604222Z,No Motion Detected.
2025-05-19T10:36:32.0292087Z,Motion Detected.
2025-05-19T10:36:35.764636079Z,No Motion Detected.
2025-05-19T10:36:39.463861424Z,Motion Detected.
2025-05-19T10:36:39.973935356Z,No Motion Detected.
2025-05-19T10:36:44.794250032Z,Motion Detected.
2025-05-19T10:36:45.18981047Z,No Motion Detected.
2025-05-19T10:36:49.888934876Z,Motion Detected.
2025-05-19T10:36:53.654071465Z,No Motion Detected.
2025-05-19T10:36:57.839034434Z,Motion Detected.
2025-05-19T10:36:58.328902253Z,No Motion Detected.
2025-05-19T10:37:03.06470783Z,Motion Detected.
2025-05-19T10:37:29.279141044Z,No Motion Detected.
2025-05-19T10:37:40.494088728Z,Motion Detected.
2025-05-19T10:38:13.159321371Z,No Motion Detected.
2025-05-19T10:38:20.889570599Z,Motion Detected.
2025-05-19T10:38:27.814109693Z,No Motion Detected.
2025-05-19T10:38:33.044690705Z,Motion Detected.
2025-05-19T10:38:33.529205094Z,No Motion Detected.
2025-05-19T10:38:48.254837562Z,Motion Detected.
2025-05-19T10:38:48.894499661Z,No Motion Detected.
2025-05-19T10:38:53.589158967Z,Motion Detected.
2025-05-19T10:38:54.008978501Z,No Motion Detected.
2025-05-19T10:38:58.714349374Z,Motion Detected.
2025-05-19T10:38:59.199225007Z,No Motion Detected.
2025-05-19T10:39:16.914446992Z,Motion Detected.
2025-05-19T10:44:12.291082739Z,Motion Detected.
2025-05-19T10:44:15.919412703Z,No Motion Detected.
2025-05-19T10:44:20.151482106Z,Motion Detected.
2025-05-19T10:45:22.300443605Z,Motion Detected.
2025-05-19T10:45:22.805474378Z,No Motion Detected.
2025-05-19T10:45:37.74497144Z,Motion Detected.
2025-05-19T10:45:50.100065988Z,No Motion Detected.
2025-05-19T10:46:54.996103473Z,No Motion Detected.
2025-05-19T10:47:03.425871124Z,Motion Detected.
2025-05-19T10:47:21.769016408Z,No Motion Detected.
2025-05-19T10:47:29.155833624Z,Motion Detected.
2025-05-19T10:47:29.662010549Z,No Motion Detected.
2025-05-19T10:47:40.606830074Z,Motion Detected.
2025-05-19T10:47:41.126213359Z,No Motion Detected.
2025-05-19T10:47:47.536148306Z,Motion Detected.
2025-05-19T10:48:05.831884657Z,No Motion Detected.
2025-05-19T10:48:13.296018796Z,Motion Detected.
2025-05-19T10:48:49.516800454Z,No Motion Detected.
2025-05-19T10:48:56.797432048Z,Motion Detected.
2025-05-19T10:49:26.956658637Z,No Motion Detected.
2025-05-19T10:49:34.446373256Z,Motion Detected.
2025-05-19T10:49:40.846124996Z,No Motion Detected.
2025-05-19T10:49:51.276364909Z,Motion Detected.
2025-05-19T10:50:09.561309447Z,No Motion Detected.
2025-05-19T10:50:16.977066625Z,Motion Detected.
2025-05-19T10:50:53.096782528Z,No Motion Detected.
2025-05-19T10:50:59.516356589Z,Motion Detected.
2025-05-19T10:51:11.878153472Z,No Motion Detected.
2025-05-19T10:51:18.836426074Z,Motion Detected.
2025-05-19T10:51:37.11601248Z,No Motion Detected.
2025-05-19T10:51:45.286460058Z,Motion Detected.
2025-05-19T10:51:45.646893091Z,No Motion Detected.
2025-05-19T10:51:51.537008435Z,Motion Detected.
2025-05-19T10:52:09.791105899Z,No Motion Detected.
2025-05-19T10:53:07.696493714Z,Motion Detected.
